,Comment,Username
3,"He’s already banned petrol and diesel cars from 2030 hasn’t he? A shouty man on the Internet said he had so it must be true. Scrapping all those 2029 cars will be so wasteful ;-)
 
","
Kiltox
"
4,"
Imagine if you have just bought a range rover in 2029 with only 2,000 mile on it, that would be a terrible waste....

What is frightening is that people will believe this sh!t
 
","
Biffa
"
5,"if that were true manufacturers would only sell LHD cars made for the world market and save themselves a fortune on the basis we would soon get used to it.
 
","
Hairy Leafer
"
6,"Parallel parking is much easier though, just stick your head out the window to see the kerb 
 
","
cdlb
"
7,"
I agree with others that it really isn't a great idea. I can see why my neighbour bought a Corvette in Flordia and shipped it over here as a rare (in UK) and expensive car, but I wouldn't suggest doing it for something (if you excuse me) a bit mundane. Servicing and repairs would be a nightmare as not only the EV side but other parts are totally different - brake system, hvac, etc. 

If you aren't currently UK resident and have owned 6 months then you probably wouldn't have much to pay other than transport, but there is cost of IVA process with any required changes. And no, a USA Fiat 500e definitely can't use type approval of a EU petrol one!
 
","
proddick
"
8,"Yes.

The reason we have a wheel on the opposite side to which we drive is because we used to carry swords.
 
","
cah197
"
9,"The only downside is overtaking on single carriageways.

The easy solution is not to overtake. Or use your co-pilot.
 
","
cah197
"
10,"
I imported a Fiat from Jersey(!) in 1984. Apart from car tax & vat which I had to pay to the customs, the DVLC required a 'type approval certificate' from Fiat. This was pricey IIRC, and did not require any modifications at all. I certainly would not want to try the above with an American car.
 
","
Tandy0
"
11,"Yes there used to be a good weeze of importing 6 month old cars from Jersey to save money - presumably that loophole was closed?

For our friend the other side of the pond, Jersey is a Channel Island near France that is a British territory, is not part of the EU and has no VAT (sales tax)
 
","
proddick
"
12,"And Germany, as anyone who's served in the military or civil service over there will tell you.

The dealers would even order you one with a wheel on the wrong side. 
 
","
cah197
"
13,"
I am not sure about cars but when I imported second hand american motor homes I just had to get a mot test. I had to convert the brake flashers to indicators and got Amber lenses. Then two circuit to the rear one for the new brake lights and one for the fog light with an illuminated switch. 
The light conversion sounds complicated but actually you just cut the brake feed to the stalk and divert to the rear. 
Oh I almost forgot white indicators at the front need changing to Amber.
 
","
Rory166
"
14,"
Looks like you'll need a basic IVA:









Vehicle approval


Type approval, individual (IVA), motorcycle single vehicle approval, voluntary approval, certificate of initial fitness, accessibility approval, fees, forms, replacement certificates




www.gov.uk





Doesn't seem too hard.
 
","
cah197
"
15,"@Wastedspacer what is the situation with the 500e, are the indicators white, red or amber?

If they cannot be adjusted, pair of headlamps on ebay for the car are £40 each and if you had to change the rear lights £25 a each, add a fog light and you should be done!

Having had a look at some UK Fiat 500 and the 500e (Thanks ebay.com) the units look pretty much identical i.e. the lenses don't appear to be coloured differently

I wonder if the fog light button is a blank and wiring is behind it still!
 
","
Biffa
"
16,"Since they sell petrol 500 in the UK it should be simple to convert to UK spec and pass an IVA test.
 
","
Rory166
"
17,"
Parts vary more than you expect - I used to own a UK Citroen, whilst on holiday in France the rear light cluster was damaged. The French dealer did not have the UK part in stock so we fitted a French one and had to adjust the wiring loom in the car to get the sidelights to work. So someone now has a car which is half UK and half French wiring!
 
","
Blanik
"
18,"Thanks for the suggestion and certainly a good point, I did check some options out the last time we were there. Zoe's are ok but not so easy to manoeuver and certainly not as much of a fun ride as the 500e. The 500e is incredibly nimble, great visibility and easy to park, the Zoe was certainly comfortable and had decent visibility but seemed to have the turning circle of a double-decker! The other downside to the most reasonably priced Zoe's were the rental batteries. .
 
","
Wastedspacer
"
19,"Really, I was thinking having the steering wheel next to the side of the road you need to park might be an advantage 
 
","
Wastedspacer
"
0,"
Found this advisory suggesting import duties won't be an issue:

""If you have owned the vehicle for at least six months and lived outside of the EU for at least one year (185 consecutive days) and are moving back to the UK permanently, then you will not have to pay any import VAT or duty (which is nice.)In order to prove this we will require proof of US residency from at least one year ago, for example a utility bill, bank / mortgage statement and also proof of vehicle ownership from at least six months ago, for example an insurance certificate or title/registration document ""
 
","
Wastedspacer
"
1,"
Since we are considering moving back to the UK - then that would make a lot of sense - we could bring both cars back but the Fiat should be a lot more supportable.... and my wife would not want to drive LHD.
 
","
Wastedspacer
"
2,"It does seem that you are exempt so long as you can prove you have owned it for more than 6 months. The kicker is to get the exemption we have to be moving over permanently which we may be but waiting until this pandemic is put to rest first.
 
","
Wastedspacer
"
3,"Yes indeed - just a regular 1772 connection but it only take a couple of hours or so on our level 2, or overnight on standard mains to get to a full charge
 
","
Wastedspacer
"
4,"True - that might be a showstopper - our current insurance company might not be that creative.
 
","
Wastedspacer
"
5,"Luckily it came with amber flashers 
 
","
Wastedspacer
"
6,"No, not rude at all, looking at the layout and specs, it would certainly be a familiar car and if the price is reasonable with incentives along with the considerably better 199 mile range, DC Fast charge and equipment improvements it might be perfect. I'd still be tempted to bring over the old 500e as a project car though ... great thoughts ... have to see what the missus says 
 
","
Wastedspacer
"
7,"I drive too slowly to overtake 
 
","
cdlb
"
8,"UK incentives constist solely of £3000 off the sticker price, and £350 off the sticker price of an L2 charger.
As the article says, that £26,995 price is after incentives. However, several electricity suppliers here have cheap tariffs specifically for EV owners.
 
","
WonkoTheSaneUK
"
9,"
While it would be cool to bring across a Fiat 500e, i think the practicalities would make it more hassle than it's worth:

1. As mentioned, insurance might be an issue and could cost a lot.
2. I believe the vehicle will still need to pass an IVA (Individual Vehicle Approval) prior to being registered in the UK - this is more cost and hassle.
3. Once you have it in the UK, if something goes wrong you might be stuck for quite a while to get parts.

Once you add up all the various expenses, I think you would be better to pick up a second hand Nissan Leaf in the UK - it will probably cost you a lot less in both money and stress!
 
","
tophatron
"
0,"
Apologies if I've missed a thread on this, but I couldn't find one.

The new Fiat 500e has been revealed and to me it looks like a very appealing prospect. Good looks, a much better interior than the current 500 and decent specs (including a 42kWh battery).









Fiat 500 Review 2022


Read the definitive Fiat 500 2022 review from the expert What Car? team. Check specs, prices, performance and compare with similar cars.




www.whatcar.com





The prices sound keen and I think it would make a great alternative to the Mini Cooper SE and Honda e.








 
","
tophatron
"
1,"
£29,000 after the grant?

I guess this is the new normal for electric super-minis?
 
","
cah197
"
2,"
That appears to be the price for the ""loaded"" first editions (which is another general trend for car launches), they seem to be targeting a £21-25k figure for the regular models (including the £3k grant).
 
","
tophatron
"
3,"
We are looking at a car for my wife, and it was between the Mini e and the Honda e, but I think we will wait and look at the Fiat 500 e convertible, she already has a Mini convertible. Once the lower costs are revealed, then I cannot see why if you are after a small car, you would choose the more expensive, shorter range cars (Mini and Honda e)
 
","
Mickeypeach
"
4,"
Yeah, they seem to have pitched it pretty well. Will be interesting to see if the usual Fiat discounts are available too...
 
","
tophatron
"
5,"If the US version is anything to go by, there will be. Seeing as FCA need to sell every EV they can to offset their fleet emissions on things like Jeeps and Maseratis.
 
","
cah197
"
6,"





 
","
E7EV
"
7,"
Pricing now announced. Looks quite reasonable:









The New Fiat 500 Electric: Three Types, Two Battery Options


Fiat recently introduced its third body version of the new 500 model - the 3+1, with small rear doors - which will join the hatchback and cabrio.




insideevs.com




 
","
cah197
"
8,"
The 24kWh battery in the lowest model is a bit disappointing as it plays into the ""too little range for the price"" narrative that's surrounded cars like the Honda e and Mini Cooper SE. The 42kWh models look good though and the prices are reasonable, especially if they get the usual Fiat discounts... 
 
","
tophatron
"
9,"
Would this be the first official EV soft-top?
 
","
WonkoTheSaneUK
"
10,"Smart is already available in soft top.



tophatron said:



The 24kWh battery in the lowest model is a bit disappointing as it plays into the ""too little range for the price"" narrative that's surrounded cars like the Honda e and Mini Cooper SE. The 42kWh models look good though and the prices are reasonable, especially if they get the usual Fiat discounts... 

","
proddick
"
11,"Hopefully they will offer ridiculous deals to offset all those Jeep, Maserati and Ferrari sales!

Instead of paying money to Tesla. 
 
","
cah197
"
12,"Now that sounds like a great idea! 
 
","
tophatron
"
13,"They haven't said they will join Tesla pool for 2021 so I think you will be correct 

I guess Jeep PHEV will help them too 
 
","
proddick
"
14,"They must be banking on mega electric 500 sales then.
 
","
cah197
"
15,"Still 1.67x Supercredit in 2021 so selling BEVs is their best strategy...
 
","
proddick
"
0,"
just got a brand new 500e (passion model) and i have the app and can turn lights on, switch climate on etc ... should it also show tyre pressures, currently battery levels etc ... ? like it does on the advert ? 

any help would be greatly appreciated as i am pulling my hair out .... and the dealership are about as much use.
 
","
bighardyfamily
"
1,"
I have also just collected my Passion, so I feel your pain because I had the same issue.

However, after following some advice, I have now got the battery level indicator on the app. The resolution is to create a charge schedule on the car system (not the app). And then the battery state appears on the app.

However, I have not got tyre pressures either. Not sure how to resolve that one.
 
","
LaserTam
"
2,"
Great news, will give that a go tonight - why is this so difficult ! 

Thanks for the help .....
 
","
bighardyfamily
"
3,"It seems there have been a fair few issues with the software on these cars. Nothing I've heard actually stops you being able to use it, but are just a bit of an inconvenience/annoying.
 
","
LaserTam
"
4,"
I empathise . Had similar issues . My dealer was useless and I turned to Fiat Customer Services for issues . Yes software problems do continue . eg. I frequently have to to reset the radio to get the live traffic information to show on the navigation system. 
I love the car and using more than I expected as this is our town car. Usually charge at home on Octopus Go , but do use free chargers at retail centres where/when available.

La Prima , Electric sunroof ,Winter Pack , Alarm
 
","
Cinquecento
"
5,"
1 week owner of a 500 La Prima, we love it. Same issues re above contacted Fiat by email still waiting......Tried schedule tip, worked immediately, battery level now on app. Thanks for the heads up
 
","
Bobbybarlow
"
6,"
I'm getting the tips from the Fiat 500e UK Facebook group. Might be worth joining.
 
","
LaserTam
"
7,"
Thanks for that, just joined up the Facebook group.
 
","
Cinquecento
"
8,"Good morning! Would you be able to share the link for the page on Facebook please? I can’t seem to find it. Thank you
 
","
Sofiak
"
9,"It's called Fiat 500 Electric UK
 
","
LaserTam
"
10,"Thank you! Got it 
 
","
Sofiak
"
11,"








Fiat 500 Electric UK | Facebook


A free UK based club to discuss the new Fiat 500 Electric - from ordering to ownership and to share advice and support.




www.facebook.com




A useful group
 
","
Cinquecento
"
12,"Hi, two months on, sorry, we have a LaPrima purchased in August last year. As I spent 35 years in the motor trade, a Fiat dealership being one of them. I have found many things which aren't in the so called handbook. The vehicle has been plagued with issues so it's more than likely Iv'e come across most of the problems that are thrown up . Let me know..
 
","
Yerman
"
13,"Hi, I am looking to swap the wifes car from a kia picanto to the fiat 500 electric Red edition. I am used to electric as i have had an Ipace for the last year. Does the fiat have programmable pre conditioning so the the heater comes on at a set time each day, can it be set via an app and manually in the car ?
My ipace has a heated screen but i have never used it as i set preconditioning every day before going to work, would this work the same in the fiat ?
Due to the wife wanting red interior, she cannot have heated seats, no idea why but there you are, so it would be an extra £300 just for the heated wipers, are these any good, and if the car pre conditions, do you need them.
Cheers if you can assist.
 
","
Bedworth147
"
14,"Charging schedule not needed for battery level, I've never had timer set but have always had battery indicator.
Has worked better since 17.01.2021 when it released update. Try reinstalling app.
 
","
Yerman
"
15,"You select cabin conditioning from app, just make sure heat left at temperature you require when leaving vehicle.
 
","
Yerman
"
16,"You shouldn't need heat to wipers as the cabin heat should defrost this.
 
","
Yerman
"
17,"
Yes you can pre-condition the interior by using the Fiat App. I have the winter pack , seats are good
 
","
Cinquecento
"
0,"
just got a brand new 500e (passion model) and i have the app and can turn lights on, switch climate on etc ... should it also show tyre pressures, currently battery levels etc ... ? like it does on the advert ? 

any help would be greatly appreciated as i am pulling my hair out .... and the dealership are about as much use.
 
","
bighardyfamily
"
1,"
I have also just collected my Passion, so I feel your pain because I had the same issue.

However, after following some advice, I have now got the battery level indicator on the app. The resolution is to create a charge schedule on the car system (not the app). And then the battery state appears on the app.

However, I have not got tyre pressures either. Not sure how to resolve that one.
 
","
LaserTam
"
2,"
Great news, will give that a go tonight - why is this so difficult ! 

Thanks for the help .....
 
","
bighardyfamily
"
3,"It seems there have been a fair few issues with the software on these cars. Nothing I've heard actually stops you being able to use it, but are just a bit of an inconvenience/annoying.
 
","
LaserTam
"
4,"
I empathise . Had similar issues . My dealer was useless and I turned to Fiat Customer Services for issues . Yes software problems do continue . eg. I frequently have to to reset the radio to get the live traffic information to show on the navigation system. 
I love the car and using more than I expected as this is our town car. Usually charge at home on Octopus Go , but do use free chargers at retail centres where/when available.

La Prima , Electric sunroof ,Winter Pack , Alarm
 
","
Cinquecento
"
5,"
1 week owner of a 500 La Prima, we love it. Same issues re above contacted Fiat by email still waiting......Tried schedule tip, worked immediately, battery level now on app. Thanks for the heads up
 
","
Bobbybarlow
"
6,"
I'm getting the tips from the Fiat 500e UK Facebook group. Might be worth joining.
 
","
LaserTam
"
7,"
Thanks for that, just joined up the Facebook group.
 
","
Cinquecento
"
8,"Good morning! Would you be able to share the link for the page on Facebook please? I can’t seem to find it. Thank you
 
","
Sofiak
"
9,"It's called Fiat 500 Electric UK
 
","
LaserTam
"
10,"Thank you! Got it 
 
","
Sofiak
"
11,"








Fiat 500 Electric UK | Facebook


A free UK based club to discuss the new Fiat 500 Electric - from ordering to ownership and to share advice and support.




www.facebook.com




A useful group
 
","
Cinquecento
"
12,"Hi, two months on, sorry, we have a LaPrima purchased in August last year. As I spent 35 years in the motor trade, a Fiat dealership being one of them. I have found many things which aren't in the so called handbook. The vehicle has been plagued with issues so it's more than likely Iv'e come across most of the problems that are thrown up . Let me know..
 
","
Yerman
"
13,"Hi, I am looking to swap the wifes car from a kia picanto to the fiat 500 electric Red edition. I am used to electric as i have had an Ipace for the last year. Does the fiat have programmable pre conditioning so the the heater comes on at a set time each day, can it be set via an app and manually in the car ?
My ipace has a heated screen but i have never used it as i set preconditioning every day before going to work, would this work the same in the fiat ?
Due to the wife wanting red interior, she cannot have heated seats, no idea why but there you are, so it would be an extra £300 just for the heated wipers, are these any good, and if the car pre conditions, do you need them.
Cheers if you can assist.
 
","
Bedworth147
"
14,"Charging schedule not needed for battery level, I've never had timer set but have always had battery indicator.
Has worked better since 17.01.2021 when it released update. Try reinstalling app.
 
","
Yerman
"
15,"You select cabin conditioning from app, just make sure heat left at temperature you require when leaving vehicle.
 
","
Yerman
"
16,"You shouldn't need heat to wipers as the cabin heat should defrost this.
 
","
Yerman
"
17,"
Yes you can pre-condition the interior by using the Fiat App. I have the winter pack , seats are good
 
","
Cinquecento
"
0,"
Dort had 500e 3 months now and energy in is working out at 3.12 kWh/mile but costs low combined with a few free PodPoints and overnight tariff works out at 1.8p/mile so overall PCP and running costs favour EV over a new petrol Fiat 500. Basically if you spend over £100/month on petrol and range is enough (160 miles) then 500e should be 1st choice for Fiat fans.

Anyone else keep stats?
 
","
UKTechie
"
1,"
I have 4.2 kWh/mile since delivery in July. Total of 2600 miles.This is a mixture of Urban & Rural, and small amount of motorway . I am on Octopus Go (5p per kW.) so it works out about 1.3p per mile. Expecting this to change a little with the colder weather. Very pleased overall with the car .

La Prima /Electric Sunroof/Alarm/Winter Pack.
 
","
Cinquecento
"
2,"
I hope those numbers are miles/kWh, not kWh/mile! My electric van, with the aerodynamics of a small haystack, uses about 0.35 kWh/mile (slightly worse than 3 miles/kWh).
 
","
Mark I
"
3,"
Correct Miles /kWh
 
","
Cinquecento
"
4,"
I have 12,3kW /100km...
It's on 5 th
 
","
La prima
"
5,"
I haven't got stats for our 500, but on my model 3, 2 years, 15000 miles, 302 Wh/mile.
 
","
tsh2
"
6,"
Only done 350miles so far and average of 4.5miles/kWh. Previous Ioniq averaged 4.9miles/kWh. I drive economically and suspect it would be rather easy to drop below 4.0miles/kWh.
 
","
Paul Ferguson
"
0,"
Anyone else looking forward to the new 500e finally reaching our shores next year? Put my name down for this first edition of the new 500e as I love the idea of the canvas roof version (an original Tesla Roadster is out of my budget!). Made contact with my local dealer who's expecting a delivery date of March 2021.

Already had the nice Fiat lady from Italy calling to keep me informed and to congratulate me on my good taste in cars...

I'll post any updates here!








 
","
Cripes
"
1,"
I really like the look of them, especially the fabric roof like you say - not enough convertible EVs! This is half way there... 

I also think it is a really nice evolution of the new Fiat 500 design. The interior looks fantastic. 

Looking forward to some photos when you get yours!
 
","
Charlie S
"
2,"We‘ve had a reservation for one since April 2020, it’s a replacement for wife’s current Twin Air 500. Personally I think Fiat have nailed it with this, more than any other manufacturer. The internal and external styling is spot on and I can’t wait to have a spin in it. Sure it won’t be as fast as my current car but I know which one I’d rather be in on the coast roads in the summer.......
 
","
Oilymo
"
3,"
My wife is very much interested in this lovely looking car, so please keep us updated.
 
","
Mickeypeach
"
4,"
I have also registered my interest in the New 500 La Prima. There is a frustrating lack of real information on the UK website.
However it is possible to configure a La Prima on the Fiat Italy website, which gives a better idea of the specification (albeit in Italian).
Of course UK spec might be a bit different.
 
","
RichT
"
5,"Will do. Deposit paid and delivery due end of March start of April.
 
","
Oilymo
"
6,"It does appear so, dealer said only item that can be added is the Winter Pack.
 
","
Oilymo
"
7,"
Any decent discounts available? Otherwise I'll hang on for a couple of months.
 
","
Spenda73
"
8,"
Elmo will be offering it as a subscription car (all included, no deposit).
It is the Fiat 500e La prima 42kWh, know if it’s the convertible only or not, but it’s a car I was surprised of liking myself (not the convertible).
Still need to see the price.


















The ELMO DRIVE Discussion thread


Worked off Zeddy so can’t complain. Nice and toasty warm. Just managed to do it using Siri as well so helloooo peak laziness. Should I be concerned about the battery though? Granted I’ve not charged it fully, and it’s quite cold, but it went down 20% in 18 miles today, mix of national speed...




www.speakev.com




 
","
alegar
"
9,"Not that I’m aware of. This is for the 1 of 500 La Prima convertible
 
","
Oilymo
"
10,"
Once the initial demand has subsided, they will likely offer some good deals as this is FCA’s leading car to offset all those Jeeps and Maseratis.
 
","
cah197
"
11,"That's interesting.
On the Italian site there are no factory options for the La Prima version.
Did the dealer mention what it includes? Cabin heat pump maybe?

Also by coincidence I've been driving a Caesium Blue IPace for two years
(and returned it when the PCP ended in November)!
 
","
RichT
"
12,"Yes I thought it was odd as the car was supposed to fully loaded but wife and I wondered if it’s simply not needed in parts of the Med hence an option in the North of Europe. I also wonder if the sales guy knows what he’s doing! We haven’t paid extra for it.

The iPace is great but haven’t had a chance to really take it for a long run which is a shame, I want to see if I can get anywhere near 3 miles/KWh. It is also my first non VW in 25 years so fingers crossed for trouble free motoring. We came from a Golf GTE which was fantastic but just too small for the growing family. The Caesium Blue is amazing and quite striking from a distance.
 
","
Oilymo
"
13,"
I did a few trips up to Northumberland in the summer using only Instavolt and 230 miles seemed quite achievable on the M1/A1M (although usually I would charge at around 130-140 miles into the journey).
But that 84 kWh battery takes quite some charging on the more common 50 kW chargers.
I suspect that the New Fiat 500 might actually be quicker on a long journey because it can 20-80% charge in under 30 minutes (even though the range per charge is less).
 
","
RichT
"
14,"Hi Have you had any update as to when your car will be delivered ?
 
","
Mickeypeach
"
15,"No not yet. Was supposed to be April but now likely May. The dealer called last week to tell me that they were getting their demostrators in so our car would follow shortly.
 
","
Oilymo
"
16,"
I have been contacted and test drive this week- in 2 days time.
 
","
MarkyM
"
17,"
Make that 4 days time. Car not been PDI'd for test drives as yet..
 
","
MarkyM
"
18,"Had a 500e La Prima on order since Dec. Divery slips... seen the demo done the test drive 17/4 would just like to get the car! Longest wait known. Latest ETA is end May - mid June. Know of 3 ppl who got their Mar 20 orders this last week, but no others
 
","
EVConvert
"
19,"
We have our test drive tomorrow. Looking forward to it.
 
","
Mickeypeach
"
0,"Let us know what you think, we loved it.
 
","
Oilymo
"
1,"
And we have put a deposit on a La Prima Cabrio. Due in September. It was absolutely pouring when we drove it, so only had the roof down for 2 minutes, will ask for another drive when it's sunnier. My wife loved the car, it's more comfortable than the Mini E and the ID3 is too big for her needs.
 
","
Mickeypeach
"
2,"
So that’s at least 3 of who have experienced the 500e and all of us have been impressed! Surprised that September is delivery time. End of the summer by then. Why such a delay? Car was announced last year was it not and appeared at dealers last month. That is almost another 5 months away. 
What was the cabrio roof like in the rain? Really noisy with the rain battering down? Only ever had a hard top convertible/roadster (Daihatsu Copen) so not familiar with day to day living with a canvas roof. 
It really did bring the fun back to have an open top drive and kind of cool that now it was in an EV.
 
","
MarkyM
"
3,"
That’s 4! I was was also impressed enough to consider ordering!

quick question - if I replace my Leaf with a 500e will I need a new cable on my Zappi?
 
","
Zzb
"
4,"
What does your Leaf use? Chademo or the later model Type 2? My Zappi 2 uses a Type 2 socket.
 
","
MarkyM
"
5,"The noise was fine, my wife currently has a mini convertible so she is used to extra noises. September is due to the chip shortages which all manufacturers are experiencing. We are happy to wait and we will get new September plate registration.
 
","
Mickeypeach
"
6,"Absolutely no idea. I’ve emailed the dealer to chase and today I’ve been told delivery in 8 to 12 weeks. We’ve got a 64 plate 500 that has a buyer but can’t sell until the new one arrives.

Edit: Just read @Mickeypeach post, makes sense
 
","
Oilymo
"
7,"this is what it looks like (sorry i got distracted). The left hand side is Chademo and the left hand side is a type 1 ? 







 
","
Zzb
"
8,"Unless you get another LEAF, everything else is type 2 and you will need a new lead.
 
","
Ralkbirdy
"
9,"
Yep! 😀👍
 
","
Zzb
"
10,"
We have one on order!
 
","
Zzb
"
11,"
Picking mine up this Friday, non cabrio La Prima 
 
","
djh82uk
"
12,"
I test drove one on Saturday and am placing my order tomorrow!
 
","
Moxxie
"
13,"New Zappi type 2 cable arrived this morning. Waiting for delivery date from the dealer before I swap it over. in the meantime the mighty Leaf (aka the Toaster)is still going strong……
 
","
Zzb
"
14,"
Picked ours up yesterday. Very pleased with it.

Trip was typically nightmarish. We bought it from a garage in Cheshire about 100miles away. We asked them to fully charge it as we didn’t want to have to charge on our first trip. Despite a weeks notice and nagging them, when we turned up, it was sat on the charger. We left the dealership with about 60% charge. Thought we would pop into the local Morrison’s and use their charger. That was a bit of a mistake - the Friday crowd were in shopping and the charger is by the in ramp. Reversing across the traffic was a challenge! Had the usual first time charging a new car challenges but got to meet a lovely local guy in an iPace! Needless to say neither of us could get the Genie Point charger working (they had network problems). So gave up and set off.

Stopped at the osprey charger on the A55. It worked ok but it was getting dark and was raining by then. The hotel sold us a coffee but they were booked up and no chance of any food 🙁 Pick up was 4pm - finally got home about 9pm. As my wife said that was exactly the sort of experience she expected but didn’t want to have!
 
","
Zzb
"
15,"
We're collecting ours in a few weeks. 

Going to sound silly but what does it come with. 

The salesman has said we get;


Type 2 cable (3 pin)
Type 2 cable (7kw)
Free home wall charger .........

Now my previous BMW i3 came with two cables but the Rolec was part of a government grant. 

Can anyone shed any light on this?
 
","
.Tom.
"
16,"Ours came with;

Type 2 cable (3 pin)
Type 2 cable (11Kw)*
Wall box/charger (that we don’t need and will sell)

* Our la Prima has an 11Kw onboard charger. Not sure about the other models
 
","
Oilymo
"
0,"
How to make this review short. Fiat have a Winner on their hands!
I am in the process of looking for a replacement EV for my BMW i3 94Ah (33kW) Rex which has just gone 4 years old and now on 57,000 miles. I have been looking at and testing ideally long range EVs the past few days, as there are now a few about (Kona, Tesla M3, ID3 etc) but this car has caught my eye! I love a small car and the 500 shape has been around for a few years now. Invited to drive this and luckily for me the dealership here in South Wales had both coupe and convertible La Prima editions but only the convertible was ready for a test drive, which would not be my first choice,as the coupe has a lovely panoramic but non opening sunroof anyway. But also lucky as it was a stunningly beautiful sunny day today.
The design of this car is already a classic based as it is on the tiny original. Modernised and now even more smoothed off as an EV. Proportions almost perfect. What really has surprised me and my wife today was the solidity and cabin quality, style and use and mix of cabin materials though. In a Fiat small car at that. I am familiar with the Abarth 500 but this e version is a big step up quality wise. Really clear and colourful drivers display with plenty of available information and the central display large, clear and colourful in a horizontal format. But also highly responsive as a touch screen. Not laggy like a lot of touch screens. Another surprise. Wireless Apple Car Play (and Android Auto as far as I know) standard on this model. Not sure about other models in the range.
Lovely light coloured leather seat. Could be even more bolstered but still comfortable. Lovely to hold leather 2 spoke 2 tone steering wheel. Physical buttons on wheel to control menus on drives display. Rear mounted steering wheel push buttons to control entertainment volume and source etc. 
Nice and clearly marked push button dashboard mounted drive buttons for P,R,N,D. Proper physical ventilation buttons/switches above that! Praise be! Wireless charging mat for phones in between the 2 sections. Accommodated my iPhone 12 Pro Max no problem.USB socket on dash and in central storage cubby. Also deep storage under central armrest. Marketed as a 2+2 of course but very tight in the back seats. A 2+0!? For storage or for small children or short distance emergency passenger lifts only. The coupe seats fold flat 50:50 but did not check the convertible but boot very very small and no major under boot storage- just puncture repair and 3 pin charge cable space really. No frunk.

Now for the driving. Even more impressed. Again that feeling of solidity. Super smooth ride on dual carriageway. Can be firmish over broken tarmac but mainly due to the short wheelbase. Has a firmish edge to it but controlled/very well damped. Dealt with numeorus speed bumps with no crashing or thumping at all. Another surprise. Took them with ease smoothly and softly.
This car is FUN to drive. Really holds the road well. Fast, direct and responsive steering. Not much feel but par for the course nowadays. It has that thing called ""character!"". If it was a dog it would be a terrier! Have no idea how powerful it is but is fast enough. Not i3 fast but fun and fast enough. Accelerates with ease, and passes other traffic easily. Typical of an EV.

And then there is the roof on the convertible. Certainly aware of more wind noise above your head when closed (Would like to compare with the coupe at some point). Individual ceiling mounted buttons to open - in 2 stages. Seems to open and close at any speed. We did at 40+mph. Not sure if there is a speed limit on its function. 1st press opens to a very large sunroof. 2nd press of same button folds canvas roof to back of car. Obscures rear vision mostly in that position. With windows open it does give the full convertible feel even though roof rails/structure still up and in place. Would have been nice to have some sort on inner sun mesh screen but I guess this would have been impossible design wise, as sun was blinding and harsh feeling on top of our heads at 2pm this afternoon. It is the only new convertible EV available as far as I know, so worth it! (excluding original and forthcoming Tesla roadster)
3 drive modes activated by a lever type switch between the seats. Normal, Range and Sherpa. Range does give you some re-gen effect which is very welcome but not 1 pedal driving as far as I could tell. Was having too much fun to test that.
Did not drive economically. Could you tell? Re-set dash trip meter at beginning and set to efficiency page. Covered 15 miles which included a mountain. Started on 83%. Back to dealership with 72%. 40 min drive but at least 10 mins fiddling with info screens and setting seats and mirrors etc. Average consumption 15.0kWh/100km. Not familiar with that combination of units but google seems to suggest 4.14mi/kWh. Warm day-16-18 degC/dry. Impressed with that as had it on Normal mode for most of drive. I think this has a 45kWh battery but as is often the way I am not sure if that is gross or net. Either way this is an impressive car. If we say it has a 40kWh battery then 150-160 mile real world range. I think Fiat have quoted a WLTP range of up to 199 miles? Driven more sedately nearer 200 miles should be possible but this is a type of car that does not necessarily encourage that!
Will hopefully get to try the coupe at some point. I gather they charge at 85kW. Once the charging infrastructure improves (I have been saying the same thing every year!), then it will be a no brainer to buy and run one of these. (Perceived) High quality little car. Small battery but big enough for urban trips and fast enough charging to do a longish trip. With the convertible roof it makes any trip an event. Especially on a sunny day. Would be good to try it in heavy rain. Noise? Insulation from the elements? Leaks? Perhaps present 500 convertible owners can advise.
Anyway this is a very welcome addition to the EV market, which is expanding almost daily at present. Fiat has definitely got its **** back. Or hit the EV target with this one. 
And they were offering discounts and good finance deals back at the dealership. APR was 5.?% 

As I have ended another review of a car I tested this week, on another part of the forum: this is my opinion of the car I test drove. Your opinion may differ. This is to inform people who may be interested in this car but unable to sample one for themselves at this time. Look forward to other reviews from you all at some point!
 
","
MarkyM
"
1,"
Nice review, I am having a test drive on Tuesday, can I ask what sort of discounts were offered, see we were both looking at the Ioniq 5 on an other forum.
 
","
WillWord
"
2,"
I saw Jonny Smith’s early review of this and thought it looked great.
 
","
idiotzoo
"
3,"
I work in the NHS and with their finance package -Affinity? Would give a £2k discount Straight off For NHS workers. I Will have to read up on it. New car/new model but I am sure as Fiat dealers they can still do a deal.
 
","
MarkyM
"
4,"
I noticed this site seems to have some really good prices - £23.5k for the La Prima hatch. No connection and I've never used them before, so can't vouch for them.



https://www.uk-car-discount.co.uk/vehicle/cars/fiat/500-hatchback/3-door-hatch-bev-118-long-range-la-prima/2021


 
","
tophatron
"
5,"Thanks, Son's in NHS so its a possible route to take, looking @tophatron post, good prices.
 
","
WillWord
"
6,"
We’ve also got our test drive on Tuesday. Car has been on order now for over a year now and Mrs is very excited, especially after reading this review. As I said on another thread, I think Fiat have got this spot on.
 
","
Oilymo
"
